ticker,name,market,sector,price,changePercent,marketCap,capCategory,pe,rsi,sma50,sma200,bearishScore,bullishScore,sentimentAvg,compositeScore
TPR,Tapestry,US,Consumer Cyclical,150.45,-0.05,30397628416,Large,45.8689,59.3,142.53,130.66,0,5,0.000,57
GRMN,Garmin,US,Consumer Cyclical,245.335,3.78,47314378752,Large,27.38114,58.5,243.13,228.83,0,7,0.000,63
GPC,Genuine Parts,US,Consumer Cyclical,110.165,3.47,15326387200,Large,250.375,64.8,103.11,121.02,3,2,0.000,36
LEA,Lear Corp,US,Consumer Cyclical,134.5,-1.59,6737790976,Mid,13.45,42.3,135.69,119.94,2,4,0.000,58
BWA,BorgWarner,US,Consumer Cyclical,67.815,-3.84,13911920640,Large,39.433136,45.8,64.52,52.10,2,7,0.000,60
USFD,US Foods,US,Consumer Defensive,95.14,1.20,20951889920,Large,32.03367,69.8,88.08,83.32,0,5,0.000,58
SJM,J.M. Smucker,US,Consumer Defensive,112.31,1.67,11979224064,Large,,59.2,102.24,103.50,3,1,0.000,47
CAG,Conagra Brands,US,Consumer Defensive,13.645,1.60,6525882880,Mid,,53.1,13.74,16.71,4,2,0.000,41
CHD,Church & Dwight,US,Consumer Defensive,99.28,2.90,23523760128,Large,32.657894,57.8,95.61,91.99,0,5,0.000,57
CLX,Clorox,US,Consumer Defensive,96.585,4.26,11679188992,Large,15.704878,53.4,94.64,107.65,3,3,0.000,49
BG,Bunge Global,US,Consumer Defensive,108.18,-2.42,20988878848,Large,28.468422,27.4,123.44,107.71,2,9,0.000,60
HRL,Hormel Foods,US,Consumer Defensive,25.66,3.80,14120293376,Large,30.188234,75.6,22.07,23.25,6,3,0.000,44
TSN,Tyson Foods,US,Consumer Defensive,58.05,1.10,20442873856,Large,45.7126,44.5,62.62,59.39,0,4,0.000,48
EL,Estee Lauder,US,Consumer Defensive,83.425,-0.40,30182742016,Large,,47.5,82.32,93.07,5,2,0.000,40
ELF,Elf Beauty,US,Consumer Defensive,64.295,1.27,3821728512,Mid,146.125,59.7,59.73,85.41,3,3,0.000,34
BYND,Beyond Meat,US,Consumer Defensive,0.6859,1.17,353473344,Small,,42.9,0.81,1.14,6,0,0.000,32
XYL,Xylem,US,Industrials,112.85,2.22,26823710720,Large,28.07214,54.4,113.65,131.52,4,4,0.000,45
GNRC,Generac Holdings,US,Industrials,280.15,2.04,16492060672,Large,87.27414,55.6,255.44,197.20,0,7,0.000,61
TTC,Toro Company,US,Industrials,95.145,4.37,9063947264,Mid,27.429394,60.6,92.27,85.92,3,5,0.000,53
SWK,Stanley Black & Decker,US,Industrials,88.745,5.89,13795904512,Large,36.370903,65.6,78.40,75.96,0,7,0.000,63
AME,AMETEK,US,Industrials,237.015,1.25,54324551680,Large,35.80287,57.9,230.39,212.63,0,6,0.000,58
ROK,Rockwell Automation,US,Industrials,460.27,0.86,51216060416,Large,47.79543,53.1,439.59,395.14,2,7,0.000,56
IEX,IDEX Corp,US,Industrials,222.275,0.50,16451695616,Large,32.832348,58.7,212.80,189.65,0,8,0.000,64
RBC,RBC Bearings,US,Industrials,639.925,1.02,20244256768,Large,70.16721,64.8,595.49,501.60,0,6,0.000,55
BLDR,Builders FirstSource,US,Industrials,86.32,12.50,9273274368,Mid,32.90649,63.5,78.65,102.58,6,2,0.000,38
WSC,WillScot Holdings,US,Industrials,28.54,2.48,5169207808,Mid,,61.6,24.74,21.49,2,5,0.000,63
RRX,Regal Rexnord,US,Industrials,215.505,-1.23,14360388608,Large,50.16744,51.8,209.42,174.59,0,5,0.000,58
DOV,Dover Corp,US,Industrials,224.59,0.47,30243604480,Large,28.07375,57.5,218.10,201.07,0,5,0.000,58
WAB,Westinghouse Air Brake,US,Industrials,273.045,1.03,46329552896,Large,38.56568,57.8,264.14,232.33,2,6,0.000,55
HUBB,Hubbell,US,Industrials,514.99,0.99,27212986368,Large,30.418781,57.5,501.77,473.13,0,5,0.000,57
NDSN,Nordson,US,Industrials,296.67,1.92,16529844224,Large,31.661688,59.0,284.32,260.19,0,6,0.000,60
SNA,Snap-on,US,Industrials,393.36,1.95,20371103744,Large,20.302013,60.6,376.94,360.15,0,7,0.000,64
ALLE,Allegion,US,Industrials,134.595,4.53,11566537728,Large,18.412449,54.0,134.46,156.25,3,2,0.000,46
GGG,Graco,US,Industrials,75.095,1.26,12463380480,Large,24.54085,46.5,77.92,83.49,5,4,0.000,46
AOS,A.O. Smith,US,Industrials,60.32,5.01,8315201024,Mid,16.088001,56.1,59.70,67.35,3,2,0.000,47
BWXT,BWX Technologies,US,Industrials,207.325,-1.22,18985304064,Large,55.11436,57.5,206.91,197.37,2,5,0.000,46
JBHT,J.B. Hunt Transport,US,Industrials,268.78,-0.17,25345738752,Large,41.800934,48.1,260.43,205.41,2,6,0.000,58
AR,Antero Resources,US,Energy,34.48,-0.14,10683145216,Large,11.158576,43.8,36.57,35.48,1,4,0.000,55
RRC,Range Resources,US,Energy,36.41,-0.84,8581362176,Mid,9.63492,32.7,40.49,38.70,3,2,0.000,49
EQT,EQT Corp,US,Energy,51.765,0.20,32377868288,Large,9.82258,38.9,55.83,56.57,5,2,0.000,45
CTRA,Coterra Energy,US,Energy,32.56,-0.00,0,Small,,43.5,33.19,27.46,2,2,0.000,60
AM,Antero Midstream,US,Energy,22.18,-0.14,10535056384,Large,25.790697,60.3,21.52,19.94,2,5,0.000,56
MUR,Murphy Oil,US,Energy,35.12,-2.50,5034436608,Mid,59.525425,41.4,38.33,33.45,2,2,0.000,40
TRGP,Targa Resources,US,Energy,265.045,-1.37,56890298368,Large,27.100718,51.9,257.74,208.44,2,5,0.000,60
OVV,Ovintiv,US,Energy,52.64,-4.06,14794223616,Large,17.317434,38.9,57.31,47.31,2,5,0.000,59
DKNG,DraftKings,US,Communication,24.745,-1.61,12276708352,Large,274.94446,43.3,24.95,29.63,6,1,0.000,28
PENN,Penn Entertainment,US,Communication,20.16,-1.66,2698282240,Mid,,54.7,18.07,16.02,2,4,0.000,58
MTCH,Match Group,US,Communication,35.565,0.72,8296123904,Mid,13.574428,51.6,35.84,33.44,0,5,0.000,65
ZG,Zillow Group,US,Communication,30.91,1.15,7072263680,Mid,123.64,30.7,38.91,56.90,8,2,0.000,20
IMAX,IMAX Corp,US,Communication,44.215,-1.68,2432527616,Mid,65.99254,68.4,38.08,36.28,2,7,0.000,50
YELP,Yelp,US,Communication,23.33,2.91,1282933120,Small,10.701835,49.5,24.89,27.51,4,4,0.000,47
WEC,WEC Energy Group,US,Utilities,115.815,1.47,37723918336,Large,23.209421,59.6,113.31,112.11,0,6,0.000,60
ES,Eversource Energy,US,Utilities,71.47,0.62,26878439424,Large,15.304069,60.5,68.89,69.69,3,2,0.000,52
ATO,Atmos Energy,US,Utilities,172.96,1.09,28870453248,Large,21.274294,51.2,177.93,175.33,0,4,0.000,56
NI,NiSource,US,Utilities,47.59,0.70,22816514048,Large,23.676617,55.0,47.21,44.62,0,6,0.000,62
EVRG,Evergy,US,Utilities,85.71,1.03,19757271040,Large,22.795212,62.6,82.43,78.48,0,6,0.000,63
MLM,Martin Marietta Materials,US,Materials,621.232,2.82,37302415360,Large,38.948696,62.3,589.26,617.94,3,2,0.000,44
CF,CF Industries,US,Materials,102.08,-0.09,15682477056,Large,9.196396,32.8,117.40,99.20,3,2,0.000,53
MOS,Mosaic Company,US,Materials,21.09,-0.75,6704974848,Mid,150.67856,42.2,22.78,26.60,7,0,0.000,23
RPM,RPM International,US,Materials,110.09,3.82,14099851264,Large,21.211945,60.5,103.82,108.11,3,5,0.000,55
EMN,Eastman Chemical,US,Materials,70.36,1.27,8045663232,Mid,20.33526,42.0,73.30,68.54,2,4,0.000,55
FMC,FMC Corp,US,Materials,11.3,2.54,1413011968,Small,,40.2,13.57,17.81,5,2,0.000,36
STLD,Steel Dynamics,US,Materials,240.84,-1.17,34732208128,Large,25.813505,40.2,241.61,185.73,2,3,0.000,59
LC,LendingClub,US,Fintech,19.21,3.17,2215891200,Mid,12.806666,60.7,17.05,17.05,0,6,0.000,64
RELY,Remitly Global,US,Fintech,21.36,4.71,4497584640,Mid,44.500004,58.4,20.99,16.55,0,6,0.000,62
